,ID,drugName,condition,patientreview,rating,reviewdate,Useful,Manual_Sentiment,review_cleaned,reviewchars,reviewchars_clean,reviewwords,reviewwords_clean,reviewsentence,reviewsentence_clean,emotions,NRCsent
131986,71216,Lysteda,Menorrhagia,"""I am in my mid 40&#039;s and had been dealing with heavy periods for the last 10 years. I have had a hysteroscopy (not hysterectomy), tried every kind of birth control and most recently, endometrial ablation and nothing had worked. I was not willing to get a hysterectomy without trying all my other alternatives. I found Lysteda on the internet and asked my Doctor to let me try this. Lysteda has been a life saver for me! I gave it a 9 out of 10 though because I have had serious dizzy spells and I am attributing this to the medication. But it seems to be the only side effect I have. """,9.0,2012-02-04,67,1.0,mid s deal heavy period year hysteroscopy hysterectomy try kind birth control recently endometrial ablation work willing hysterectomy try alternative find lysteda internet ask doctor let try lysteda life saver give dizzy spell attribute medication effect,590,254,129,36,7,1,"{'fear': 0.0625, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0625, 'positive': 0.25, 'negative': 0.0625, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.1875, 'anticipation': 0.125}",trust
132080,91898,Lyrica,Neuropathic Pain,"""Like many others, my pain doctor had me on gabapentin first, then after several months without relief, switched me to Lyrica. Without a generic version available, it can cost a small fortune depending on your insurance. Without any insurance, 100mg capsules 3X daily, 90 pills will cost upward of $600! With my Part D, and not qualifying for &quot;Extra Help&quot; through the state, I&#039;m now paying $140 for a 2 week supply, $280 monthly. That&#039;s a car payment! I have no idea what to do once the free samples run out, it&#039;s a very good medication but unaffordable. If your doctor tells you gabapentin (Neurontin) works the same, chemically there&#039;s no difference, that just isn&#039;t true. It may be similar, but Lyrica works much better with significantly less mg&#039;s""",8.0,2016-01-26,44,1.0,like pain doctor gabapentin month relief switch lyrica generic version available cost small fortune depend insurance insurance mg capsules x daily pill cost upward d qualify quotextra helpquot state m pay week supply monthly s car payment idea free sample run good medication unaffordable doctor tell gabapentin neurontin work chemically s difference not true similar lyrica work well significantly mgs,792,402,192,60,8,1,"{'fear': 0.030303030303030304, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.24242424242424243, 'surprise': 0.06060606060606061, 'positive': 0.2727272727272727, 'negative': 0.09090909090909091, 'sadness': 0.030303030303030304, 'disgust': 0.0, 'joy': 0.12121212121212122, 'anticipation': 0.15151515151515152}",positive
132177,46636,Gardasil,Human Papillomavirus Prophylaxis,"""I&#039;m 18 years old and just got my first one today along with two other shots which were required for school. Hurt like hell compared to the other two. Maybe less than a minute after I started to feel dizzy, nauseous, vision blurred, had difficulty breathing, threw up... Nearly fainted, had to be brought to a bed via wheelchair. Probably the worst I have ever felt. Hours later, can barely move my arm without feeling pain, even though the other arm (which got two shots) feels fine.
I&#039;m not going to say no one should get this - fainting is obviously better than cancer. I personally would not do it again, especially considering I do not plan to have sex later in life.""",3.0,2017-11-21,0,-1.0,m year old get today shot require school hurt like hell compare maybe minute start feel dizzy nauseous vision blur difficulty breathing throw nearly faint bring bed wheelchair probably bad feel hour later barely arm feel pain arm get shot feel fine m go fainting obviously well cancer personally especially consider plan sex later life,684,335,153,55,7,1,"{'fear': 0.16666666666666666, 'anger': 0.12962962962962962, 'anticip': 0.0, 'trust': 0.037037037037037035, 'surprise': 0.05555555555555555, 'positive': 0.037037037037037035, 'negative': 0.2222222222222222, 'sadness': 0.18518518518518517, 'disgust': 0.07407407407407407, 'joy': 0.018518518518518517, 'anticipation': 0.07407407407407407}",negative
132272,175169,Relistor,"Constipation, Drug Induced","""I&#039;ve been going on and off opiates for around 8 years since my chronic pain began.  I would go off the medicines to get relief from the horrible constipation they caused.  A few years ago I discovered that I was constipated even when I would go off the medicines, so I must have messed something up by using laxatives for so long.  I tried the subcutaneous Relistor that I had been desperately waiting for for years, and unfortunately it didn&#039;t help.""",1.0,2010-04-11,18,-1.0,ve go opiate year chronic pain begin medicine relief horrible constipation cause year ago discover constipate medicine mess laxative long try subcutaneous relistor desperately wait year unfortunately not help,462,208,99,29,4,1,"{'fear': 0.14285714285714285, 'anger': 0.047619047619047616, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.047619047619047616, 'negative': 0.38095238095238093, 'sadness': 0.09523809523809523, 'disgust': 0.19047619047619047, 'joy': 0.0, 'anticipation': 0.09523809523809523}",negative
132350,157045,Movantik,"Constipation, Drug Induced","""9-17-2015 The other reviews compel me to expand my comments.  All Movantik does is land on the receptors in your stomach.  These receptors are the ones opioid normally land on which makes it difficult to have a movement.
I still have responsibility for what I eat and taking stool softeners and Senna tablets so my stool is soft.  Otherwise I would be experiencing possible blockages.  It is now 3 weeks and it works  for me.  But you have to pay attention.
Also I am not a doctor.  This just my experience.""",9.0,2015-09-22,36,1.0,review compel expand comment movantik land receptor stomach receptor one opioid normally land make difficult movement responsibility eat take stool softener senna tablet stool soft experience possible blockage week work pay attention doctor experience,513,251,102,34,9,1,"{'fear': 0.08333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.16666666666666666, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.08333333333333333, 'joy': 0.08333333333333333, 'anticipation': 0.08333333333333333}",positive
132410,18687,Cabergoline,Hyperprolactinemia,"""The day after taking the medication I felt nausea and sinus pressure for few hours in the morning.  I took the pill with dinner.  My Prolactin levels were reduced.""",8.0,2016-03-24,10,1.0,day take medication feel nausea sinus pressure hour morning take pill dinner prolactin level reduce,165,99,34,15,3,1,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0, 'positive': 0.375, 'negative': 0.25, 'sadness': 0.0, 'disgust': 0.125, 'joy': 0.0}",positive
132421,205296,Acetaminophen / aspirin / caffeine,Pain/Feve,"""Not too many drugs have an effect on me. Except for this one. Psychological, IDK. I on occasion will get a headache about (3 or 4 a month due to hormones) and within 3 minutes the headache is gone. I take two pills. It feels great after. A burden off of my shoulders. Cheap too. 88 cents for 30 pills.""",10.0,2015-05-06,1,1.0,drug effect psychological idk occasion headache month hormone minute headache go pill feel great burden shoulder cheap cent pill,303,128,74,19,9,1,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",trust
132434,54294,Naloxegol,"Constipation, Drug Induced","""I have had constipation for months since taking Pain meds that I need for extreme back pain. The constipation has been so bad that it has made my back pain even worse. My doc gave me movantik and it has truly saved my life. It has regulated me, and made me regular again with hardly any straining. I cannot say enough good things about movantik and how it&#039;s been a game changer for me. Amazing!""",10.0,2015-08-23,38,1.0,constipation month take pain med need extreme pain constipation bad pain worse doc give movantik truly save life regulate regular hardly straining good thing movantik game changer amazing,401,187,90,28,6,1,"{'fear': 0.16666666666666666, 'anger': 0.03333333333333333, 'anticip': 0.0, 'trust': 0.06666666666666667, 'surprise': 0.03333333333333333, 'positive': 0.1, 'negative': 0.23333333333333334, 'sadness': 0.16666666666666666, 'disgust': 0.1, 'joy': 0.06666666666666667, 'anticipation': 0.03333333333333333}",negative
132525,46654,Gardasil,Human Papillomavirus Prophylaxis,"""I had the shot given to my daughter, she fainted (one of the side effects), she had never done this before, it was the scariest experience ever.  The next shots went fine.""",5.0,2009-11-17,10,0.0,shot give daughter faint effect scary experience shot go fine,173,61,41,10,2,1,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.16666666666666666, 'positive': 0.08333333333333333, 'negative': 0.16666666666666666, 'sadness': 0.16666666666666666, 'disgust': 0.0, 'joy': 0.08333333333333333}",fear
132556,22518,Nuedexta,Pseudobulbar Affect,"""It has been about two weeks since I&#039;ve been taking Nuedexta. I went to my doctor back then as I was having angry outbursts as well as increased thoughts of hurting myself or others. Additionally, my anger was taking over any type of rational decision making. My doctor prescribed Nuedexta...just more recently, I&#039;ve felt somewhat of a change. I don&#039;t feel as angry and if I&#039;m in an anger-provoking situation, I know I have to &quot;step aside&quot; and take time out. This never happened until I took Nuedexta. The only complaint I have about the medicine is that since it&#039;s new on the market--as far as I know, as the pharmacist had never heard of it--the cost was high and I had to wait a day for the prescription to be delivered.""",6.0,2011-08-15,83,0.0,week ve take nuedexta go doctor have angry outburst increase thought hurt additionally anger take type rational decision make doctor prescribe nuedextajust recently ve feel somewhat change not feel angry m angerprovoke situation know quotstep asidequot time happen take nuedexta complaint medicine new marketa far know pharmacist hear itthe cost high wait day prescription deliver,759,380,182,55,7,1,"{'fear': 0.08823529411764706, 'anger': 0.17647058823529413, 'anticip': 0.0, 'trust': 0.08823529411764706, 'surprise': 0.029411764705882353, 'positive': 0.14705882352941177, 'negative': 0.20588235294117646, 'sadness': 0.058823529411764705, 'disgust': 0.058823529411764705, 'joy': 0.029411764705882353, 'anticipation': 0.11764705882352941}",negative
132637,191257,Lisdexamfetamine,Binge Eating Disorde,"""I started what I thought was my weight loss journey at 404 pounds. That was not my biggest but my biggest since my last weight loss adventure. I started with phetermine, ($15 a month). I live in Ohio, so I could only be on it for 3 months as it is a state law that mandates use. I went down to 343. I was put on belviq for 2 months, $80 a month. I gained 10 pounds and was binge eating like crazy.  I told my doctor about it and we figured out it was BED. So I was put on Vyvanse, $35 a month. I am 2 weeks in and I lost what I assume is some water weight, and I stopped binging, I&#039;ve also gotten a lot of energy, and I focus real well now. I&#039;m on 30mg. Hopefully when I go back in 2 weeks I&#039;ll be back down a few pounds.""",10.0,2017-04-10,25,1.0,start think weight loss journey pound big big weight loss adventure start phetermine month live ohio month state law mandate use go belviq month month gain pound binge eat like crazy tell doctor figure bed vyvanse month week lose assume water weight stop binge ve get lot energy focus real m mg hopefully week ill pound,738,319,196,56,12,1,"{'fear': 0.12162162162162163, 'anger': 0.10810810810810811, 'anticip': 0.0, 'trust': 0.08108108108108109, 'surprise': 0.05405405405405406, 'positive': 0.13513513513513514, 'negative': 0.14864864864864866, 'sadness': 0.10810810810810811, 'disgust': 0.06756756756756757, 'joy': 0.06756756756756757, 'anticipation': 0.10810810810810811}",negative
132817,112071,Gabapentin,Neuropathic Pain,"""My doctor ordered gabapentin 100 mg, three times a day, it did not help the pain it made me extremely tired tired.  She then upped the dose to 300 mg, three times a day, after the first dose at 300 mg, I felt terrible, my son and I both noticed, Gabapentin was affecting my mood, generally I&#039;m extremely friendly by nature and in a good mood but I became cranky and extremely tired I had no energy to do anything, I went back to the doctor she took me off of Gabapentin,  I also did not experience much pain relief.""",2.0,2017-08-05,3,-1.0,doctor order gabapentin mg time day help pain extremely tired tired up dose mg time day dose mg feel terrible son notice gabapentin affect mood generally m extremely friendly nature good mood cranky extremely tired energy go doctor take gabapentin experience pain relief,522,270,119,43,2,1,"{'fear': 0.09375, 'anger': 0.0625, 'anticip': 0.0, 'trust': 0.125, 'surprise': 0.03125, 'positive': 0.15625, 'negative': 0.21875, 'sadness': 0.09375, 'disgust': 0.03125, 'joy': 0.0625, 'anticipation': 0.125}",negative
132833,171152,Methylnaltrexone,"Constipation, Drug Induced","""Prior to this product I was in a constant stage of constipation. I can recall a few times that I was so dry that it felt like I had a bad case of hemorrhoids blocking the exit. I literally believed that until I  tried using Prep H on it and determined that was not a hemorrhoid.

A life changer, the first time I used it I had bad stomach cramps for about 20 minutes. I raced to the bathroom and literally clogged up our system I had such a huge Bowell movement.

MY first few uses were  free samples from my pain management doctor. My  prescription insurance company refused to fill my prescriptions but luckily the manufacturer sales rep coordinated an appeal for me. 

It changed my life, I lost 40 pounds the first 3 months I started taking them""",10.0,2014-11-18,42,1.0,prior product constant stage constipation recall time dry feel like bad case hemorrhoid block exit literally believe try prep h determine hemorrhoid life changer time bad stomach cramp minute race bathroom literally clog system huge bowell movement use free sample pain management doctor prescription insurance company refuse fill prescription luckily manufacturer sale rep coordinate appeal change life lose pound month start take,763,431,151,62,8,1,"{'fear': 0.13636363636363635, 'anger': 0.09090909090909091, 'anticip': 0.0, 'trust': 0.11363636363636363, 'surprise': 0.022727272727272728, 'positive': 0.09090909090909091, 'negative': 0.20454545454545456, 'sadness': 0.11363636363636363, 'disgust': 0.11363636363636363, 'joy': 0.0, 'anticipation': 0.11363636363636363}",negative
132836,127043,Metoclopramide,Gastroparesis,"""Reglan has been a miracle for me.  I was diagnosed with gastroparesis and tried to control the symptoms through diet because I was worried about the potential side effects, but the nausea was debilitating.  My doctor finally didn&#039;t give me a choice, he said I needed to be on Reglan as I was losing too much weight because I couldn&#039;t eat.  I truly feel like a new person.  Although I still have &quot;spells&quot; where the nausea comes back, it&#039;s not nearly as severe and is controllable with Zofran.  I would recommend Reglan to anyone with gastroparesis!""",10.0,2013-06-06,82,1.0,reglan miracle diagnose gastroparesis try control symptom diet worried potential effect nausea debilitate doctor finally not choice say need reglan lose weight not eat truly feel like new person quotspellsquot nausea come nearly severe controllable zofran recommend reglan gastroparesis,574,286,128,39,6,1,"{'fear': 0.05128205128205128, 'anger': 0.02564102564102564, 'anticip': 0.0, 'trust': 0.1282051282051282, 'surprise': 0.10256410256410256, 'positive': 0.1794871794871795, 'negative': 0.15384615384615385, 'sadness': 0.07692307692307693, 'disgust': 0.1282051282051282, 'joy': 0.07692307692307693, 'anticipation': 0.07692307692307693}",positive
132919,91906,Lyrica,Neuropathic Pain,"""I have had neuropathic spine pain  since 1984. I have triple S curve; had 6 spine surgeries, and have implanted pain relief system for low back pain. Nothing worked, opioids almost led to death.  2 months ago begam Lyrica (100mg, 3x/day). At beginning: brain felt &quot;foggy&quot;; walking unstable; total urinary incontinence (some bowel incontinence). To say I was shocked at how the Lyrica relieved my spine pain is an undersatement! I read all the horror stories, but decided to give it time. This is the first time since the early eighties I have had NO pain! The side effects are gone.""",10.0,2016-01-01,71,1.0,neuropathic spine pain triple s curve spine surgery implant pain relief system low pain work opioid lead death month ago begam lyrica mg xday begin brain feel quotfoggyquot walk unstable total urinary incontinence bowel incontinence shock lyrica relieve spine pain undersatement read horror story decide time time early eighty pain effect go,594,341,130,52,9,1,"{'fear': 0.18867924528301888, 'anger': 0.11320754716981132, 'anticip': 0.0, 'trust': 0.018867924528301886, 'surprise': 0.11320754716981132, 'positive': 0.09433962264150944, 'negative': 0.22641509433962265, 'sadness': 0.1509433962264151, 'disgust': 0.03773584905660377, 'joy': 0.0, 'anticipation': 0.05660377358490566}",negative
133128,54272,Naloxegol,"Constipation, Drug Induced","""I&#039;ve been taking this medication for 3 days now, and have had 0 side effects and 0 results. It almost seems as if I&#039;m taking a placebo. I will give it a full week but not expecting any results. Back to Linzess and 2 BMs per month....""",1.0,2015-11-24,17,-1.0,ve take medication day effect result m take placebo week expect result linzess bms month,245,88,64,15,4,1,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.16666666666666666, 'surprise': 0.16666666666666666, 'positive': 0.16666666666666666, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.5}",anticipation
133177,115032,Diazepam,Meniere's Disease,"""I have been on Valium for 2 days and what a difference a day make! I have been suffering from lower back pain and neck pain radiating thru my face and brain. I started to get anxious and panic attacks in the last 2 months . I blamed that on stress and pain. Then I started having symptom of vertigo. My primary care physician tried a typical drug..it helped very little . Then he prescribed Valium after hesitating for the vertigo and I feel like a different person already. I am more relaxed, less pain and no dizziness so far just a little wobbly the first hour ...I hope it works for the long run!""",9.0,2015-08-14,24,1.0,valium day difference day suffer low pain neck pain radiate face brain start anxious panic attack month blame stress pain start have symptom vertigo primary care physician try typical drugit help little prescribe valium hesitate vertigo feel like different person relaxed pain dizziness far little wobbly hour hope work long run,602,328,127,51,8,1,"{'fear': 0.20930232558139536, 'anger': 0.046511627906976744, 'anticip': 0.0, 'trust': 0.046511627906976744, 'surprise': 0.023255813953488372, 'positive': 0.09302325581395349, 'negative': 0.32558139534883723, 'sadness': 0.09302325581395349, 'disgust': 0.023255813953488372, 'joy': 0.023255813953488372, 'anticipation': 0.11627906976744186}",negative
133290,110960,Diclegis,Nausea/Vomiting of Pregnancy,"""This was a life saver for me. I had HG with 1st and was on zofran only which caused a lot of constipation and cramping from not being able to go. This second pregnancy I had HG worse than 1st and was on zofran and diclegis. Diclegis took about 2 weeks of taking it 3x a day to kick in so zofran helped until it kicked in. Now diclegis is all I take 4x a day and no constipation and I finally enjoy being pregnant. It makes me tired but its good for me to relax since I&#039;m a very active person. I only need a 30 min catnap and I&#039;m ok. I can still easily take care of toddler I just lay down when she does.""",10.0,2017-07-04,3,1.0,life saver hg st zofran cause lot constipation cramp able second pregnancy hg bad st zofran diclegis diclegis take week take x day kick zofran help kick diclegis x day constipation finally enjoy pregnant make tired good relax m active person need min catnap m ok easily care toddler lie,615,286,147,50,8,1,"{'fear': 0.02702702702702703, 'anger': 0.10810810810810811, 'anticip': 0.0, 'trust': 0.08108108108108109, 'surprise': 0.05405405405405406, 'positive': 0.08108108108108109, 'negative': 0.24324324324324326, 'sadness': 0.05405405405405406, 'disgust': 0.16216216216216217, 'joy': 0.08108108108108109, 'anticipation': 0.10810810810810811}",negative
133301,49874,Gabapentin,Neuropathic Pain,"""I started on 100 mg at night for about 1 week. Then increased to 300, 600 and finally in about a month I was up to 1200 mgs a day in increments of three. For the first 6 weeks you are tired but it&#039;s worth it, as soon as it kicks in your pain is gone! I feel a little loopy somedays and I forget a lot of things but my arthritis and bulging disks are pain free and I can live a great life. I dread getting off of it though. It&#039;s going to be hell. If I ever run out its bad diarrhea. And anxiety. Don&#039;t run out or take more than your prescribed. Gab is a great drug for nerve pain. And I have no anxiety.""",10.0,2016-03-22,19,1.0,start mg night week increase finally month mgs day increment week tired worth soon kick pain go feel little loopy someday forget lot thing arthritis bulge disk pain free live great life dread get go hell run bad diarrhea anxiety not run prescribed gab great drug nerve pain anxiety,619,281,159,49,11,1,"{'fear': 0.17391304347826086, 'anger': 0.10869565217391304, 'anticip': 0.0, 'trust': 0.021739130434782608, 'surprise': 0.021739130434782608, 'positive': 0.08695652173913043, 'negative': 0.2391304347826087, 'sadness': 0.15217391304347827, 'disgust': 0.06521739130434782, 'joy': 0.021739130434782608, 'anticipation': 0.10869565217391304}",negative
133333,24113,Tretinoin,Photoaging of the Skin,"""I am 52 years old, I use retin a cream 0.05% for wrinkles, it is perfect. As I go to Thailand 3 times a year, I buy it there. """,10.0,2015-12-29,26,1.0,year old use retin cream wrinkle perfect thailand times year buy,128,64,36,11,2,1,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.125, 'surprise': 0.125, 'positive': 0.25, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.25, 'anticipation': 0.25}",positive
133349,156922,Movantik,"Constipation, Drug Induced","""Never EVER will I take Movantik again... Worst withdrawal symptoms EVER... And the nausea is horrible ...""",2.0,2016-07-26,23,-1.0,movantik bad withdrawal symptom nausea horrible,107,47,21,6,2,1,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.08333333333333333, 'disgust': 0.25, 'joy': 0.0}",negative
133392,12613,Cyclosporine,Keratoconjunctivitis Sicca,"""The first and second evening after beginning use of Restasis I experienced severe bloating.  By the third day I felt a wheezing sensation in my throat and diarrhea.  By the fourth day I was doubled over with severe stomach pains, diarrhea and vomiting.  Symptoms continued for six days when my doctor ordered blood work, urinalysis, and stool sampling.  Results showed a high white blood cell count and a high eosinophilia count.  A few days later I was admitted to the hospital for severe dehydration due to continued vomiting and diarrhea. A colonoscopy and endoscopy were performed along with a biopsy of stomach wall to rule out a parasite infection.  Diagnosis concluded a suffered a severe allergic reaction to Restasis.""",1.0,2016-10-07,1,-1.0,second evening begin use restasis experience severe bloat day feel wheezing sensation throat diarrhea fourth day double severe stomach pain diarrhea vomiting symptom continue day doctor order blood work urinalysis stool sample result show high white blood cell count high eosinophilia count day later admit hospital severe dehydration continued vomiting diarrhea colonoscopy endoscopy perform biopsy stomach wall rule parasite infection diagnosis conclude suffer severe allergic reaction restasis,728,496,132,67,8,1,"{'fear': 0.175, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.225, 'surprise': 0.0, 'positive': 0.125, 'negative': 0.225, 'sadness': 0.05, 'disgust': 0.075, 'joy': 0.025, 'anticipation': 0.1}",trust
133610,19441,Pregabalin,Neuropathic Pain,"""I was prescibed  pregabalin for leg pain associated with Spinal Stenosis. The first prescribed was 225 mg daily. Side effects extreme tiredness and swollen ankles. When I tried to stop this drug I experienced severe anxiety and feelings of gloom. Went back on see and say the pain clinic who advised tapering 25mgs every 2 weeks. I am down to 50mgs am and pm. The withdrawal is one of the hardest things I have been through and cannot wait until this drug is totally out of my system. Lesson learnt to research prescribed drugs, their side effects and withdrawal before blindly accepting them.""",4.0,2015-08-10,5,0.0,prescibe pregabalin leg pain associate spinal stenosis prescribed mg daily effect extreme tiredness swollen ankle try stop drug experience severe anxiety feeling gloom go pain clinic advise tapering mgs week mgs pm withdrawal hard thing wait drug totally system lesson learn research prescribe drug effect withdrawal blindly accept,595,331,115,48,8,1,"{'fear': 0.10256410256410256, 'anger': 0.05128205128205128, 'anticip': 0.0, 'trust': 0.1282051282051282, 'surprise': 0.02564102564102564, 'positive': 0.1282051282051282, 'negative': 0.23076923076923078, 'sadness': 0.15384615384615385, 'disgust': 0.02564102564102564, 'joy': 0.02564102564102564, 'anticipation': 0.1282051282051282}",negative
133716,180172,Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,"""I been taking this medicine for about 3 weeks and it barely works for me. It actually caused severe drowsiness, dry mouth and dizziness. At first I chalked all that up to pregnancy till I figured it was the medicine causing this. I accidentally missed one dose and I felt horrible. The one of not many good things about this pill is its so small so it doesn&#039;t interfere with inability to swallow huge horse pills. I will be asking my obgyn for another medication so I can at least be awake throughout the day""",4.0,2016-08-09,1,0.0,take medicine week barely work actually cause severe drowsiness dry mouth dizziness chalk pregnancy till figure medicine cause accidentally miss dose feel horrible good thing pill small not interfere inability swallow huge horse pill ask obgyn medication awake day,515,264,108,39,6,1,"{'fear': 0.043478260869565216, 'anger': 0.043478260869565216, 'anticip': 0.0, 'trust': 0.17391304347826086, 'surprise': 0.13043478260869565, 'positive': 0.13043478260869565, 'negative': 0.2608695652173913, 'sadness': 0.043478260869565216, 'disgust': 0.08695652173913043, 'joy': 0.043478260869565216, 'anticipation': 0.043478260869565216}",negative
133727,19368,Pregabalin,Neuropathic Pain,"""I rated Lyrica as &quot;one&quot; because IF your prescription plan does not pay for it, it is worth nothing to you UNLESS you are prepared to pay about $350.00 a month out of your own pocket.  It&#039;s effectiveness for a few of my problems was very good, but since I cannot afford it, it&#039;s effectiveness is actually ZERO to me now.  

Don&#039;t take the free sample that will be offered to you (unless you can afford it later).  Stopping Lyrica will be the one of the most miserable things you have ever tried in your life!  It is a horrible withdrawal.  the company is just like a street dealer of drugs. BOTH give you &quot;free samples&quot; to get you dependent on the drug and they charge big money for you to continue taking it.""",1.0,2015-10-09,49,-1.0,rate lyrica quotonequot prescription plan pay worth prepared pay month pocket effectiveness problem good afford effectiveness actually zero not free sample offer afford later stop lyrica miserable thing try life horrible withdrawal company like street dealer drug quotfree samplesquot dependent drug charge big money continue take,747,330,177,46,7,1,"{'fear': 0.045454545454545456, 'anger': 0.06818181818181818, 'anticip': 0.0, 'trust': 0.1590909090909091, 'surprise': 0.045454545454545456, 'positive': 0.25, 'negative': 0.09090909090909091, 'sadness': 0.045454545454545456, 'disgust': 0.045454545454545456, 'joy': 0.09090909090909091, 'anticipation': 0.1590909090909091}",positive
133742,106061,Gabapentin,Neuropathic Pain,"""Just took my first one today and I can&#039;t believe how good I feel right now.  I&#039;ve been hurting for months. Waiting for my neurologist to see me now. I was feeling exhausted from hurting so badly. I never thought it would end but I feel 200 times better after taking the first dose. I highly recommend this drug.""",10.0,2016-06-09,19,1.0,take today not believe good feel right ve hurt month wait neurologist feel exhausted hurt badly think end feel time well take dose highly recommend drug,323,152,77,26,6,1,"{'fear': 0.09090909090909091, 'anger': 0.09090909090909091, 'anticip': 0.0, 'trust': 0.09090909090909091, 'surprise': 0.045454545454545456, 'positive': 0.09090909090909091, 'negative': 0.22727272727272727, 'sadness': 0.18181818181818182, 'disgust': 0.0, 'joy': 0.045454545454545456, 'anticipation': 0.13636363636363635}",negative
133838,94987,Abilify,Agitated State,"""I take this for borderline personality disorder. This medication helped a lot with my mood swings, anger, purging (but not binging), as well as keeping my somewhat delusional &#039;thoughts&#039; in check (such as thinking that I am morbidly obese, an evil person, that people are following me, etc). It did make me very tired at first (and still does a little), it is somewhat related to weight gain as well, though less than most other antipsychotics, and I have gained 10-15lbs so far (in 2 months). Overall, I think this medication is pretty good, despite the weight gain and fatigue.""",8.0,2011-07-17,31,1.0,borderline personality disorder medication help lot mood swing anger purging binge keep somewhat delusional thought check think morbidly obese evil person people follow etc tired little somewhat related weight gain antipsychotic gain lbs far month overall think medication pretty good despite weight gain fatigue,590,312,133,44,4,1,"{'fear': 0.09259259259259259, 'anger': 0.05555555555555555, 'anticip': 0.0, 'trust': 0.09259259259259259, 'surprise': 0.05555555555555555, 'positive': 0.12962962962962962, 'negative': 0.16666666666666666, 'sadness': 0.05555555555555555, 'disgust': 0.07407407407407407, 'joy': 0.12962962962962962, 'anticipation': 0.14814814814814814}",negative
133898,40789,Leuprolide,Uterine Fibroids,"""I am on a 3 month shot plan but monthly shots. I didn&#039;t want the 3 month all at once because I wanted to see how my body would react to it first.
Shot given 12/07/16 and today is 12/28/16. The first week, I didnt really have any side effects and I was really hopeful that this will be the worse. Wishful thinking didnt last long. Hot flashes, night sweats, chills, emotional wreck and I believe slight headaches that come and go.
BUT on the contrary, less than a month and my fibroid has already physically shrank. I havent seen the doc yet but I can physically see that it shrank. My clothes are loose in the belt line area. My fibroid was the size of a small grapefruit (17cm) but I really see a huge different in shrinkage.
Could be worse :/""",5.0,2016-12-28,6,0.0,month shot plan monthly shot not want month want body react shoot give today week not effect hopeful bad wishful thinking not long hot flash night sweat chill emotional wreck believe slight headache come contrary month fibroid physically shrink not see doc physically shrink clothe loose belt line area fibroid size small grapefruit cm huge different shrinkage bad,754,364,168,58,11,1,"{'fear': 0.2037037037037037, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.018518518518518517, 'surprise': 0.07407407407407407, 'positive': 0.037037037037037035, 'negative': 0.2222222222222222, 'sadness': 0.12962962962962962, 'disgust': 0.05555555555555555, 'joy': 0.018518518518518517, 'anticipation': 0.07407407407407407}",negative
133936,76486,Octreotide,Carcinoid Tum,"""I agree with the other review.  This product has been a life saver for me.  It has completely taken away my other symptoms.  The only drawback for me is fatigue, but honestly I can live with it considering everything else that I am dealing with prior to taking this medication.""",10.0,2013-01-04,26,1.0,agree review product life saver completely take away symptom drawback fatigue honestly live consider deal prior take medication,279,127,57,18,4,1,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.1, 'positive': 0.3, 'negative': 0.3, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.1, 'anticipation': 0.1}",positive
